,SongName,ArtistName,id,cluster
2964,First Off (feat. Travis Scott),"Future, Travis Scott",3WRIaWsws011vHMd9uzPjG,1
2965,Rover,KAI,3WUyu94psXrYV6HZbXgcFA,0
2966,Snitches & Rats (feat. Young Nudy),"21 Savage, Metro Boomin, Young Nudy",3WaDoMDQRqDdgtCDLxanpN,0
2967,Hurts Like Hell (feat. Offset),"Madison Beer, Offset",3WefHNGtjexZvi66ZEx9u4,0
2968,Youth (feat. Khalid),"Shawn Mendes, Khalid",3Wf2YGdYT8xVdNsQSoRKk9,0
2969,Complicated,Mac Miller,3WfSNAoj2D8C9noPSGZZFM,1
2970,Snowchild,The Weeknd,3WlbeuhfRSqU7ylK2Ui5U7,1
2971,Excitement,"Trippie Redd, PARTYNEXTDOOR",3WnTQDd9A3bpBfzCziElU9,1
2972,Beggin',Måneskin,3Wrjm47oTz2sjIgck11l5e,0
2973,Straightenin,Migos,3X2r2CnHOJeV5YekPTgBnK,1
2974,Danger (Spider) (Offset & JID),"Offset, JID",3X6qK1LdMkSOhklwRa2ZfG,0
2975,you should see me in a crown,Billie Eilish,3XF5xLJHOQQRbWya6hBp7d,0
2976,Thunderous,Stray Kids,3XHJUG5I2zYqOEmEZUX68n,0
2977,DENTRO DA HILUX,"Luan Pereira, Mc Daniel, MC Ryan SP",3XIXklO3e0uWUAUkOR7NLI,2
2978,thought i was playing,"Gunna, 21 Savage",3XLbDUB5BX2WqL2qoAsvtb,2
2979,pushin P (feat. Young Thug),"Gunna, Future, Young Thug",3XOalgusokruzA5ZBA2Qcb,2
2980,SloMo,Chanel,3XREkzDHsWdBL5tybyCDBH,0
2981,Permission to Dance,BTS,3XYRV7ZSHqIRDG87DKTtry,0
2982,RONCA FREESTYLE,Bad Bunny,3XZeOzJ9tqnu58YP6cqApI,2
2983,Billete Grande (En Vivo),"Fuerza Regida, Edgardo Nuñez",3XfUFGzbr0LmwFVoLXd9cO,2
2984,ALL MINE,Brent Faiyaz,3XgGQ1wjo5khvq2UImjyNF,0
2985,Sanguine Paradise,Lil Uzi Vert,3XiNC94b4Tq1xwv70sQJGN,1
2986,RUMBATÓN,Daddy Yankee,3XjN0mvFkQp1FMVM9Ro5hm,1
2987,Mas Rica Que Ayer,"Anuel AA, Mambo Kingz, DJ Luian",3XjvMZqm2AQ8thMCD6w9w2,0
2988,What Else Can I Do?,"Diane Guerrero, Stephanie Beatriz",3XoYqtiWHhsk59frZupImG,0
2989,Selfish Love (with Selena Gomez),"DJ Snake, Selena Gomez",3XoflnowYPFRPOh3uFvHcm,2
2990,RoCKSTAR 2.0,"Duki, Jhayco",3XsYMEJutxpTiNXXRvodQH,0
2991,The Archer,Taylor Swift,3Y7MHz19qCg1Pkxridtu1k,0
2992,"No New Friends (feat. Sia, Diplo, and Labrinth)","Sia, Diplo, Labrinth, LSD",3Y7a0typ6ik1KscmebXd6D,0
2993,Good Days,SZA,3YJJjQPAbDT7mGpX3WtQ9A,1
2994,Step Into Christmas - Remastered 1995,Elton John,3YQUpKTmtgPJf8u6ooi9KA,1
2995,Him & I (with Halsey),"G-Eazy, Halsey",3YU6vJbjYUG0tiJyXf9x5V,1
2996,my future,Billie Eilish,3YUMWmx8EJq0DurfuIwoGh,0
2997,Good as Hell,Lizzo,3Yh9lZcWyKrK9GjbhuS0hR,2
2998,Stay Gold,BTS,3Ys2PYl1wyPKQIwyqhP9cQ,1
2999,"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)","Major Lazer, Travis Scott, Camila Cabello, Quavo",3Ytr1SUCUi6J3L9dRFx5iH,1
3000,Presepada,"Marília Mendonça, Maiara & Maraisa",3YvE7uo4ffseBoJPh8IhHp,0
3001,Talk Up (feat. Jay-Z),"Drake, JAY-Z",3Yw09dj3cTXsAzlLjgBfIP,0
3002,Jay Jay,MERO,3YxCKq3YPnTekAofhaHABZ,2
3003,Into the Unknown,"Idina Menzel, AURORA",3Z0oQ8r78OUaHvGPiDBR3W,0
3004,Driving Home for Christmas,Chris Rea,3Z3QhZAZpqwZa1phsbQ3JZ,1
3005,Hot In It (feat. Charli XCX),"Tiësto, Charli XCX",3Z7CaxQkqbIs1rewKi6v4W,2
3006,Be Kind (with Halsey),"Marshmello, Halsey",3Z8FwOEN59mRMxDCtb8N0A,0
3007,You Owe Me,The Chainsmokers,3ZBksMOUTbOTIgIwV0RaLg,0
3008,everything i wanted,Billie Eilish,3ZCTVFBt2Brf31RLEnCkWJ,1
3009,HAPPY,NF,3ZEno9fORwMA1HPecdLi0R,1
3010,Hips Don't Lie (feat. Wyclef Jean),"Shakira, Wyclef Jean",3ZFTkvIE7kyPt6Nu3PEa7V,0
3011,Relación,Sech,3ZG8N7aWw2meb6UrI5ZmnZ,0
3012,YUKON (INTERLUDE),Joji,3ZQLH6uKCfvgkbnMSVNCQe,2
3013,I Love You Dwayne,Lil Wayne,3ZVw1HR1QAQoKBygbhG4CE,2
3014,Bad Company (feat. BlocBoy JB),"A$AP Rocky, BlocBoy JB",3ZYwSDF9knZI0RVlKR4PHC,0
3015,You Can Cry,"Marshmello, Juicy J, James Arthur",3ZbJMlEL4Kcme0ONRO7Slx,0
3016,90-60-111,Shirin David,3ZdDYeaZzeYnrP4crgXzPk,2
3017,BEBÉ,"Camilo, El Alfa",3Zf4GutWZ7Hv3wsVQsSQPs,0
3018,Red Roses (feat. Landon Cube),"Lil Skies, Landon Cube",3ZhTT6yjZwpPph5MIJ53XY,1
3019,Fancy Like,Walker Hayes,3ZozFqJJlDBNIm4xqxn2ZD,2
3020,X SI VOLVEMOS,"KAROL G, Romeo Santos",3Zyk5Vd9WNPNVWxvb0EZTk,0
3021,Congratulations,"Post Malone, Quavo",3a1lNhkSLSkpJE4MSHpDu9,1
3022,Black Summer,Red Hot Chili Peppers,3a94TbZOxhkI9xuNwYL53b,1
3023,Freak,Doja Cat,3aA6xB0tOilDDX17fIJ0Bl,1
3024,What’s Next,Drake,3aQem4jVGdhtg116TmJnHz,0
3025,Feel The Love,"KIDS SEE GHOSTS, Pusha T",3aUFrxO1B8EW63QchEl3wX,2
3026,Reggaetón en lo Oscuro,Wisin & Yandel,3aUTkuo4ObA6QPtZSu5NBq,0
3027,FAKE LOVE,BTS,3aW0ds4A4tSQDIp75FqWTo,1
3028,Hallo Hallo,"Azet, Zuna",3aYAAXlB1yvUs5MJ0FI3bh,2
3029,Nota de Repúdio - Ao Vivo,Gusttavo Lima,3agFBAMPiIvzfTh7a9Udm6,2
3030,Somewhere I Belong,Linkin Park,3agtg0x11wPvLIWkYR39nZ,0
3031,Imposible,"Luis Fonsi, Ozuna",3ao3OVxHlb3C08vAaApUlm,2
3032,I CAN'T STOP ME,TWICE,3apeXzypBMnUfYcZYNX6DH,0
3033,Grandpa's Space Ship,Logic,3atCD3dVosUsd3KM2yzfeC,2
3034,The Color Violet,Tory Lanez,3azJifCSqg9fRij2yKIbWz,1
3035,Tired,"Alan Walker, Gavin James",3b5Li4QKDVBx1x7fQuu54a,0
3036,Merry Christmas,"Ed Sheeran, Elton John",3bH2Eu9A9ymI4UnGHRmoXg,0
3037,New Light,John Mayer,3bH4HzoZZFq8UpZmI2AMgV,0
3038,Overdrive (feat. Norma Jean Martine),"Ofenbach, Norma Jean Martine",3bK1zVFBKIzYjmptmI4NsJ,2
3039,Christmas Time Is Here,Vince Guaraldi Trio,3bMfUUpzUzqWp9II00yRhE,2
3040,Too Sad to Dance,Jung Kook,3bNNvJA7hsGw0wSpGkfOBm,0
3041,OK,"Robin Schulz, James Blunt",3bWAqKDWg6u1davspr5IkS,0
3042,Can't Hold Us (feat. Ray Dalton),"Macklemore & Ryan Lewis, Macklemore, Ryan Lewis, Ray Dalton",3bidbhpOYeV4knp8AIu8Xn,1
3043,Black Swan,BTS,3bkkMZEAhx7rTVz1C0itRQ,0
3044,Somebody,Justin Bieber,3buwFfY33H32wfZ6X9poV3,0
3045,For A Better Day,Avicii,3c3XJ9P1BjOtmNXKvdVyHK,0
3046,Wasted On You,Morgan Wallen,3cBsEDNhFI9E82vPj3kvi3,0
3047,Lollipop,Darell,3cDyocF0Ibdfs1SFQk5cLZ,0
3048,No Lie,"Sean Paul, Dua Lipa",3cFsmM51N5zMAuu1nNY4Tw,1
3049,Dark Red,Steve Lacy,3cJjqvXbFwiWgnuWgoyhPM,0
3050,Please Don't Go,Joel Adams,3cNjgVBKTJ1SvKhunrCdVy,0
3051,Hunter,Galantis,3caMfJGFp53NAH2TuigdNj,0
3052,Cambio,"Ozuna, Anuel AA",3cg9A9GVyZAT2CPevqWr65,3
3053,Nice To Meet Ya,Niall Horan,3cphb8kdsjElYR7r5icK3H,2
3054,What If I Told You That I Love You,Ali Gatie,3cqPu20DGTGUoZtbJH2Dmi,0
3055,Wouldn't Leave,"Kanye West, PARTYNEXTDOOR",3dG6tjetoR4GMmUGZUprLt,0
3056,Nobody Can Save Me,Linkin Park,3dJj6o9o1fRgrojWjailuz,1
3057,Vacaciones,Wisin,3dQDid3IUNhZy1OehIfYfE,1
3058,TROLLZ,"6ix9ine, Nicki Minaj",3dVvWnj4D8JGkKvo6Hucso,0
3059,Rebota - Remix,"Guaynaa, Nicky Jam, Farruko, Becky G, Sech",3dWpRjCmaHbroNahuSeX11,1
3060,Take Me To Church,Hozier,3dYD57lRAUcMHufyqn9GcI,1
3061,Savage,aespa,3dbLT62Cvs46Ju7a8gpr36,1
3062,I Still Have Faith In You,ABBA,3ddxe0WYUpNPtSnHgQOad5,3
3063,Ella Baila Sola,"Eslabon Armado, Peso Pluma",3dnP0JxCgygwQH9Gm7q7nb,2
3064,Nummer 1,"Capital Bra, Samra",3drwaFqLSEjqzjNRbjap0R,2
3065,VOID,Lil Nas X,3e6ebtUCZ0tZL1J7wvM8Xi,1
3066,44 More,Logic,3e7Y6sfFlIdBMJhX7wpqVO,0
3067,"thank u, next",Ariana Grande,3e9HZxeyfWwjeyPAMmWSSQ,0
3068,Acapulco,Jason Derulo,3eJH2nAjvNXdmPfBkALiPZ,2
3069,Virginia Beach,Drake,3eP13S8D5m2cweMEg3ZDed,1
3070,It Ain't Me (with Selena Gomez),"Kygo, Selena Gomez",3eR23VReFzcdmS7TYCrhCe,1
3071,Creature (feat. Swae Lee),"Pop Smoke, Swae Lee",3eV2WT9YhfzkxbufnBF8wK,0
3072,Maroon,Taylor Swift,3eX0NZfLtGzoLUxPNvRfqm,0
3073,test drive,Ariana Grande,3eZYOQO4UzKrUDYDghtnFw,2
3074,Scared to Be Lonely,"Martin Garrix, Dua Lipa",3ebXMykcMXOcLeJ9xZ17XH,1
3075,PASS OUT (feat. 21 Savage),"Quavo, 21 Savage",3edzl4zvKFi0D3iuF6cs2f,1
3076,SAD!,XXXTENTACION,3ee8Jmje8o58CHK66QrVC2,2
3077,HIGHEST IN THE ROOM,Travis Scott,3eekarcy7kvN4yt5ZFzltW,0
3078,París,"Morat, Duki",3ehHqgYRzmeUi345MfHS2N,0
3079,REMIX EXCLUSIVO,Feid,3eqCJfgJJs8iKx49KO12s3,0
3080,Ella Quiere Beber - Remix,"Anuel AA, Romeo Santos",3f5lA8nnc4YYF1qf78WpHw,0
3081,Suicide Doors,Lil Uzi Vert,3fDTzkvrOo5xQIO480Qmsb,1
3082,Break Up Song,Little Mix,3fEoJxnPpfIHwFHKiFtqbA,0
3083,Our Song,"Anne-Marie, Niall Horan",3fGW43fnu3OHEw6ohTC2Bw,2
3084,Súbelo,"Anuel AA, Myke Towers, Jhayco",3fHEwAssCgM4wJYdjT5Ch0,1
3085,KNIGHT CRAWLER,"Trippie Redd, Juice WRLD",3fNMgjG8yXaSam46swhz7w,0
3086,Veleno 7,"Gemitaiz, MadMan",3fV9z98dnQLSIPIMMJXCm7,0
3087,Wildest Dreams,Taylor Swift,3fVnlF4pGqWI9flVENcT28,1
3088,cómo dormiste?,Rels B,3fjN3y5x4hN53rykAN2LHQ,2
3089,Paranoid,Post Malone,3fpVWegR6YOS1Yk5HSMYIq,1
3090,Like It Is,"Kygo, Zara Larsson, Tyga",3frUvGrmGcay91lvFbOgsN,0
3091,Takeaway,"The Chainsmokers, ILLENIUM, Lennon Stella",3g0mEQx3NTanacLseoP0Gw,0
3092,Esclavo de Tus Besos,"Manuel Turizo, Ozuna",3g4UyIcQwutiG0TfW32GnX,0
3093,Caramelo,Ozuna,3gD4J3RUHy4OUuZ3qAiaiG,0
3094,TUS GAFITAS,KAROL G,3gOI5aQD4mOMLsP3aWrkon,2
3095,s!r! (feat. Lazza & Sfera Ebbasta),"thasup, Lazza, Sfera Ebbasta",3gUzi41YOt3VExeyHSLsMj,1
3096,Jonah,Kanye West,3gWzTnziivUYzqXtnvgN8q,0
3097,Wish You The Best,Lewis Capaldi,3gdPwk2wyOXNRnTA1KXnEr,0
3098,"Rocket Man (I Think It's Going To Be A Long, Long Time)",Elton John,3gdewACMIVMEWVbyb8O9sY,1
3099,I Just Can't,"R3HAB, Quintino",3gfmFoJgmn9LiIj5mV8oSS,2
3100,Dinero,Trinidad Cardona,3ggtU1ZOKO8ZNiqPNyXGcm,2
3101,Fame,Apache 207,3goH7O78TLkV9RhCAyM4AT,0
3102,DEAD RIGHT NOW,Lil Nas X,3grVoZ10bm2jUGpo7BxpuF,1
3103,What Christmas Means To Me,Stevie Wonder,3h1EREJfCwyv6cG7CGak5d,2
3104,Praise Jah In The Moonlight,YG Marley,3h5TiWTqGxjSjFrbruPFH9,1
3105,Potion (with Dua Lipa & Young Thug),"Calvin Harris, Dua Lipa, Young Thug",3h8tI65xdfpQyTAy7Grqwa,0
3106,Love Yourself,Justin Bieber,3hB5DgAiMAQ4DzYbsMq1IT,1
3107,What Lovers Do (feat. SZA),"Maroon 5, SZA",3hBBKuWJfxlIlnd9QFoC8k,0
3108,Jingle Bell Rock,Bobby Helms,3hBXvHLlTHvnbwrPbeoyAj,2
3109,A Thousand Bad Times,Post Malone,3hFG4jR5stnIQJDI64KlJY,1
3110,The Night We Met,Lord Huron,3hRV0jL3vUpRrcy398teAU,0
3111,Too Much To Ask,Niall Horan,3hRZsdTF5uyGA2uhNqEuhm,1
3112,CARNAL,"Peso Pluma, Natanael Cano",3hSV42Sx3dAaYwjOPZgubn,0
3113,august,Taylor Swift,3hUxzQpSfdDqwM3ZTFQY0K,1
3114,Venice Bitch,Lana Del Rey,3hwQhakFwm9soLEBnSDH17,3
3115,Shut up My Moms Calling,Hotel Ugly,3hxIUxnT27p5WcmjGUXNwx,2
3116,Little Freak,Harry Styles,3i058E8uxTsYqJ5NWZzqSj,0
3117,I'm Not Here To Make Friends,"Sam Smith, Calvin Harris, Jessie Reyez",3i0FkJYlU4MFfYkjFHXXAM,1
3118,Sometimes,Juice WRLD,3i6sCTU7ENlnHpHvrHUitW,1
3119,Lover (Remix) [feat. Shawn Mendes],"Taylor Swift, Shawn Mendes",3i9UVldZOE0aD0JnyfAZZ0,1
3120,Glue Song,beabadoobee,3iBgrkexCzVuPy4O9vx7Mf,2
3121,If You’re Too Shy (Let Me Know) - Edit,The 1975,3iEqGBZ2wcpVzhiAcwXVC6,1
3122,Alcohol-Free,TWICE,3iPbmpKBMflYd7UjdYftoj,0
3123,PORFA,"Feid, Justin Quiles",3iQOfefMGDVDwo8dZoco8T,1
3124,Sua Cara (feat. Anitta & Pabllo Vittar),"Major Lazer, Anitta, Pabllo Vittar",3ibRxEv4KkcU9e259eyNJA,2
3125,Love Someone,Lukas Graham,3id2EVGKc3eFAMn9nFnB0r,0
3126,Nail Tech,Jack Harlow,3ioJs8DQw527GmqJIp5gZG,0
3127,Real Friends,Camila Cabello,3iq9nhbI8fcnNamxMft1uv,0
3128,Holy Roller (feat. Sierra Ferrell),"Zach Bryan, Sierra Ferrell",3itgPtXSu4I9mr2QD6yrzP,0
3129,Wellerman - Sea Shanty / 220 KID x Billen Ted Remix,"Nathan Evans, 220 KID",3iw6V4LH7yPj1ESORX9RIN,2
3130,"I P’ ME, TU P’ TE",Geolier,3j1453KrdHjw7y4gnBj7nF,0
3131,Pure Water (with Migos),"Mustard, Migos",3j84U36KvLeXNDPv4t5pI8,0
3132,PTSD,"G Herbo, Lil Uzi Vert, Juice WRLD, Chance the Rapper",3jT2LKH0RSbQ8jIUNFzXm5,1
3133,Love Runs Out (feat. G-Eazy & Sasha Alex Sloan),"Martin Garrix, G-Eazy, Sasha Alex Sloan",3jbAzLVcHiI5hYSkcKe1Ty,2
3134,Adicto (with Anuel AA & Ozuna),"Tainy, Anuel AA, Ozuna",3jbT1Y5MoPwEIpZndDDwVq,1
3135,Jaded,Drake,3jipFRgLyKK0oJoG1pKicx,1
3136,"34+35 Remix (feat. Doja Cat, Megan Thee Stallion) - Remix","Ariana Grande, Doja Cat, Megan Thee Stallion",3jjBPF4NDMCU51psU8JPpR,0
3137,Adore You,Harry Styles,3jjujdWJ72nww5eGnfs2E7,0
3138,TELL ME WHY,The Kid LAROI,3jlxX3VXPiY3lvBBbppQD3,0
3139,Sauce!,XXXTENTACION,3jq1RpStaB1YGyN3rRZGca,2
3140,Rockstar,Sfera Ebbasta,3js3wKPw8VxBWtcXtwyUnA,0
3141,Bigger Than The Whole Sky,Taylor Swift,3jzbpOzoYa22FvzBkNkLvC,0
3142,drunk face,mgk,3k0YJnqMKRZb8swo86vCkq,2
3143,Ojitos Lindos,"Bad Bunny, Bomba Estéreo",3k3NWokhRRkEPhCzPmV8TW,1
3144,ALL UP IN YOUR MIND,Beyoncé,3k4CoiIQXiNBrwrmbBMDxj,2
3145,Closer Than This,Jimin,3k6q0O9JnO2GhvD6C8fs20,1
3146,vampire,Olivia Rodrigo,3k79jB4aGmMDUQzEwa46Rz,1
3147,Omertà,Drake,3kCwyvhvVTyehIzYN2I0nF,0
3148,Came Here for Love,"Sigala, Ella Eyre",3kGfazcbVvVkuZunzlLgTD,0
3149,Feliz Cumpleaños Ferxxo,Feid,3kUq4sBcmxhnOtNysZ9yrp,2
3150,P2,Lil Uzi Vert,3kW4z2pIj5VY5fLjBrMRL5,1
3151,"Snow Tha Product: Bzrp Music Sessions, Vol. 39","Bizarrap, Snow Tha Product",3ke6it1vTmHtz2ApcIVUz5,0
3152,El Gordo Trae El Mando,Chino Pacas,3kf0WdFOalKWBkCCLJo4mA,2
3153,KICK BACK,Kenshi Yonezu,3khEEPRyBeOUabbmOPJzAG,0
3154,Don Don,"Daddy Yankee, Anuel AA, Kendo Kaponi",3kml9ZdpT7UYk1ugkjqOzt,1
3155,shut up,Ariana Grande,3ko9jEHNt4O5fjKN65ULJp,2
3156,Come Through (feat. Chris Brown),"H.E.R., Chris Brown",3krZxyBsWEHfEfJegYaWTd,0
3157,Conexões de Máfia (feat. Rich The Kid),"Matuê, Rich The Kid",3ktTWpYdXrYApH54cBo4Ap,1
3158,Nobody's Love,Maroon 5,3kwgqoBqTwoAH4nT29TYrq,0
3159,SABOR FRESA,Fuerza Regida,3kx21xR6IboC9HVdajgBoc,2
3160,Redbone,Childish Gambino,3kxfsdsCpFgN412fpnW85Y,3
3161,Lilith (feat. SUGA of BTS) (Diablo IV Anthem),"Halsey, SUGA",3l6LBCOL9nPsSY29TUY2VE,0
3162,CALENTÓN,Mora,3l9YiADzNmEvBfZVPEF49F,0
3163,Si Me Tomo Una Cerveza,"Migrantes, Alico",3lCbsHaN1wCxyDzcNN2x4N,0
3164,Houdini (feat. Swarmz & Tion Wayne),"KSI, Tion Wayne, Swarmz",3lay6f81Lhy0qp2Uvp4cNJ,2
3165,I Saw Mommy Kissing Santa Claus,The Jackson 5,3lkYS3iMpWMVpaJ0yJAFrJ,0
3166,Peaches,Jack Black,3ll9PUsB2KIliRoyGEUwFz,2
3167,Mekanın Sahibi,Norm Ender,3loy88Lp5qoTHhL8GhRfVZ,0
3168,Feed Me Dope,Future,3lyeSiAIdLoZUHhV8psOTI,2
3169,Get Dripped (feat. Playboi Carti),"Lil Yachty, Playboi Carti",3m2aDCqn8eT5ElXDUiboGU,2
3170,Sorry Not Sorry,Demi Lovato,3m660poUr1chesgkkjQM7P,0
3171,Morado,J Balvin,3mQ6SLdxxaL52Yte7KF2Ks,0
3172,VUELVE CANDY B,Bad Bunny,3mRF0YNsDdFKFnxwg16hSz,1
3173,Comin Out Strong (feat. The Weeknd),"Future, The Weeknd",3mRcWCyteY2133a7xVMrYw,1
3174,Oi Balde - Ao Vivo,Zé Neto & Cristiano,3mzbab4H0iZYkHggSEj0UX,2
3175,Underneath the Tree,Kelly Clarkson,3nAp4IvdMPPWEH9uuXFFV5,1
3176,FINA,"Bad Bunny, Young Miko",3nNmRE0DxHC6ZaKkrpUumS,0
3177,I AM WOMAN,Emmy Meli,3nOz1U41SZZ0N3fuUWr9nb,1
3178,DOLLAZ ON MY HEAD (feat. Young Thug),"Gunna, Young Thug",3nS9a01VvXHQriLqJYwRqG,0
3179,Dick (feat. Doja Cat),"StarBoi3, Doja Cat",3nY8AqaMNNHHLYV4380ol0,0
3180,Ocean (feat. Khalid),"Martin Garrix, Khalid",3nc420PXjTdBV5TN0gCFkS,0
3181,PICK IT UP (feat. A$AP Rocky),"Famous Dex, A$AP Rocky",3ncgNpxLoBQ65ABk4djDyd,0
3182,Stay,BTS,3ndCsZfq8OVwwkz9mmZvUz,0
3183,SPACE MAN,Sam Ryder,3nhGk6VnrDHy67pXvMhdPa,0
3184,papercuts,mgk,3nkW3TPQjBip1lER4h78NX,0
3185,The Bones,Maren Morris,3npzogdOEiVsieXmmhBepL,0
3186,Unholy (feat. Kim Petras),"Sam Smith, Kim Petras",3nqQXoyQOWXiESFLlDF1hG,2
3187,All Too Well (Taylor's Version),Taylor Swift,3nsfB1vus2qaloUdcBZvDu,3
3188,Forever Yours - Avicii Tribute,"Kygo, Avicii, Sandro Cavazza",3o1CUVeHIid49sabk6A6Nf,0
3189,Numb Little Bug,Em Beihold,3o9kpgkIcffx0iSwxhuNI2,2
3190,Lean Wit Me,Juice WRLD,3oDkdAySo1VQQG0ptV7uwa,0
3191,Forever Winter (Taylor's Version) (From The Vault),Taylor Swift,3oGVx9RBmiYGv5ZCecWLkx,1
3192,"A$AP Forever REMIX (feat. Moby, T.I. & Kid Cudi)","A$AP Rocky, Moby, T.I., Kid Cudi",3oHkMCVJyOcjg5FhfLc2Rq,3
3193,CORAZÓN VACÍO,Maria Becerra,3oNnzH6hmqIGIhJ1NcHlrh,2
3194,Waiting On A Miracle,Stephanie Beatriz,3oRW9ZGPRbLRMneQ5lwflt,2
3195,’98 Braves,Morgan Wallen,3oZ6dlSfCE9gZ55MGPJctc,0
3196,Polar Opposites,Drake,3oZZfVvLJuDYc4Vn3A63Fw,1
3197,Wasted (feat. Lil Uzi Vert),"Juice WRLD, Lil Uzi Vert",3obgSF06ki98lYNLNq5vCB,1
3198,Thotiana,Blueface,3oh6SCCeLuXhFpEyepla6G,2
3199,Questions,Chris Brown,3ojTJaonfkL96iIWa47SU3,2
3200,No Child Left Behind,Kanye West,3onYsG7nB3FwEVHYYWCrIM,0
3201,Louder than bombs,BTS,3op7HNwLli54MBjFGzIlZO,0
3202,Faith,The Weeknd,3orEOtd8CPL8GFlpRpKuoE,1
3203,Euphoria,BTS,3p6hnejEQYXkiTO1lAzVc0,1
3204,Eyes Closed,Ed Sheeran,3p7XQpdt8Dr6oMXSvRZ9bg,0
3205,To the Bone,Pamungkas,3pCt2wRdBDa2kCisIdHWgF,3
3206,The Archer,Taylor Swift,3pHkh7d0lzM2AldUtz2x37,0
3207,Mourning,Post Malone,3pI3nzi2Y0Iyj1nATDOeQV,2
3208,Everybody Hates Me,The Chainsmokers,3pIigjAWkzwAonXpJ1fmSF,1
3209,Angeklagt,Bonez MC,3pJa2fy3VW7Uxrzzz0k1A7,2
3210,What's the Move (feat. Lil Uzi Vert),"Young Thug, Lil Uzi Vert",3pTScODwk9tggZzmuH6xDY,1
3211,"Would've, Could've, Should've",Taylor Swift,3pUa0ZxdSeaJXm0EIydD3F,1
3212,Somebody,"The Chainsmokers, Drew Love",3pWcj8hxj3fsb9TDAcMpEl,1
3213,Sunset (with J. Cole feat. Young Nudy),"Dreamville, J. Cole, Young Nudy",3pZO6GoVPeSYDxxsH6vCdj,0
3214,Winter Wonderland - Remastered,Bing Crosby,3pdQTWpq09XCBosbTtYIiZ,2
3215,CANCIÓN CON YANDEL,"Yandel, Bad Bunny",3pm4XtcsRIFFtH2UErk62R,0
3216,Shake It Off (Taylor's Version),Taylor Swift,3pv7Q5v2dpdefwdWIvE7yH,0
3217,What Do You Mean?,Justin Bieber,3pzjHKrQSvXGHQ98dx18HI,0
3218,Feliz Navidad,José Feliciano,3qCeq0rWK67SoBDgFd2sId,0
3219,CLOSE (feat. Travis Scott) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Travis Scott",3qKCDFZp192KBEEtFj7fDa,0
3220,Medusa,"Jhayco, Anuel AA, J Balvin",3qM0vBxIe4VUbK0Z0smuVP,3
3221,I'm Upset,Drake,3qN5qMTKyEEmiTZD38BNTT,0
3222,Ella Baila Sola,"Eslabon Armado, Peso Pluma",3qQbCzHBycnDpGskqOWY0E,2
3223,Si La Calle Llama - Remix,"Eladio Carrion, Myke Towers",3qXZqXGniqNt3PK2CBSZgM,1
3224,Love You Anyway,Luke Combs,3qXsX3mYSsD1DmAvc3PE3N,1
3225,SO DONE,The Kid LAROI,3qgPpwtuRu5oP8EtFSj8HE,2
3226,End of Beginning,Djo,3qhlB30KknSejmIvZZLjOD,2
3227,Sober,"G-Eazy, Charlie Puth",3qk4wRMDlaeagZGjSYbsOV,0
3228,Bleed It Out,Linkin Park,3qmvK8QARSPkFTuKeIXSbs,2
3229,All Mine,Kanye West,3qnoOm4fwZPBS116f5hpgF,2
3230,Bejeweled,Taylor Swift,3qoftcUZaUOncvIYjFSPdE,0
3231,Cherry Lady,Capital Bra,3r1cV21xPMkgCmxk8VqWOB,2
3232,Ditto,NewJeans,3r8RuvgbX9s7ammBn07D3W,0
3233,Outro : Ego,BTS,3r9FFjLrAIQjoR8pSHVPC9,0
3234,The Cut Off (feat. kiLL edward),"J. Cole, kiLL edward",3rFF7kSm5qBOOPs6ljFgPp,1
3235,Mask Off,Future,3rOSwuTsUlJp0Pu0MkN8r8,0
3236,Quiere Beber,Anuel AA,3rPAD722s5FFNnwjC91t7Z,0
3237,Basta Você Me Ligar - Ao Vivo,"Os Barões Da Pisadinha, Xand Avião",3rRin3LyLY92kpEbkCgwf4,0
3238,greedy,Tate McRae,3rUGC1vUpkDG9CZFHMur1t,2
3239,All Eyes On Me,Bo Burnham,3rV5y8rcQrwRt9fWGLmjOQ,3
3240,Midnight Rain,Taylor Swift,3rWDp9tBPQR9z6U5YyRSK4,0
3241,Bad Memories (feat. Elley Duhé & FAST BOY),"MEDUZA, James Carter, Elley Duhé, FAST BOY",3rb0tMq42WfggucPm0HHkA,2
3242,Todo De Ti,Rauw Alejandro,3rdAz1fbUfZxYgaCviYhRo,0
3243,Krippy Kush,"Farruko, Bad Bunny, Rvssian",3rgjBiAMVGnxmsTDmUy8vb,1
3244,Bad Habits,Ed Sheeran,3rmo8F54jFF8OgYsqTxm5d,1
3245,Do I Wanna Know?,Arctic Monkeys,3rq5w4bQGigXOfdN30ATJt,1
3246,Rich Nigga Shit (feat. Young Thug),"21 Savage, Metro Boomin, Young Thug",3ruoIF2UnoXdzK8mR61ebq,0
3247,dimple,BTS,3ryjLm3oupIjJFGc39naNi,0
3248,Overnight,Logic,3s3VVLE1kB7Xk2AoJKlGmr,0
3249,The London (feat. J. Cole & Travis Scott),"Young Thug, J. Cole, Travis Scott",3s4mrPrEFFPF0LmAfutW0n,0
3250,Two High,Moon Taxi,3sJHkcxojoJD2Ytbo1yLLF,0
3251,Bound 2,Kanye West,3sNVsP50132BTNlImLx70i,1
